4242766,0
4242872,0
4242873,0
4243018,0
4243019,0
4243020,0
4243021,0
4243022,0
4243023,0
4243392,0
4243432,0
4243454,0
4243885,0
4243928,0
4244351,0
4244352,0
4244353,0
4244354,0
4244355,0
4244356,0
4244374,0
4244519,0
4244750,0
4245386,0
4245398,0
4245476,0
4245616,0
4245617,0
4245618,0
4245619,0
4245620,0
4245621,0
4245895,0
4246043,0
4246050,0
4246080,0
4246477,0
4246885,0
4246888,0
4246890,0
4246891,0
4246892,0
4246956,0
4247182,0
4247528,0
4248049,0
4248204,0
4248210,0
4248211,0
4248212,0
4248258,0
4248294,0
4248643,0
4248687,0
4249083,0
4249317,0
4249511,0
4249512,0
4249513,0
4249514,0
4249515,0
4249516,0
4249517,0.01754385964912286
4249518,0
4249519,0
4249520,0
4249957,0
4249958,0
4249959,0
4250108,0
4250712,0
4250871,0
4250885,0
4251135,0
4251284,0
4251285,0
4251286,0
4251287,0
4251288,0
4251291,0
4252103,0
4252107,0
4252108,0
4252109,0
4252185,0
4252573,0
4252661,0
4252865,0
4253244,0
4253307,0
4253309,0
4253446,0
4253764,0
4253801,0
4253880,0
4253881,0
4253895,0.03703703703703698
4254093,0
4254546,0
4254636,0
4254760,0
4254761,0
4255212,0
4255213,0
4255501,0
4256087,0
4256088,0
4256089,0
4256090,0
4256091,0
4256092,0
4256175,0
4256513,0
4257395,0
4257396,0
4257397,0
4257398,0
4257399,0
4257400,0
4257402,0
4257403,0.01754385964912286
4257404,0
4257479,0
4257481,0
4257676,0
4257821,0
4257823,0
4258513,0
4258696,0
4258697,0
4258698,0
4258699,0
4258701,0
4258702,0
4258719,0
4259122,0
4259836,0
4259942,0
4259946,0
4260219,0
4260427,0
4261049,0
4261329,0
4261330,0
4261331,0
4261332,0.017857142857142905
4261333,0
4261334,0
4261335,0
4261336,0
4261337,0
4261338,0
4262060,0
4262195,0
4262376,0
4262411,0
4262457,0
4262483,0
4262484,0
4262653,0
4262654,0
4262655,0
4262657,0
4262658,0
4262660,0
4262661,0
4262735,0
4262864,0
4263892,0
4263893,0
4263894,0
4263895,0
4263896,0
4264124,0
4264145,0
4264876,0.018867924528301883
4265219,0
4265221,0
4265222,0
4265223,0
4265225,0
4265422,0
4265933,0
4265974,0
4266179,0
4266331,0
4266383,0
4266530,0
4266531,0
4266858,0
4266984,0
